         483736 function calls (463287 primitive calls) in 1.759 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       30    0.000    0.000    0.000    0.000 enum.py:117(_iter_bits_lsb)
       30    0.000    0.000    0.000    0.000 enum.py:1391(_iter_member_by_def_)
       30    0.000    0.000    0.000    0.000 enum.py:1381(_iter_member_by_value_)
       30    0.000    0.000    0.000    0.000 typing.py:2764(<genexpr>)
       30    0.000    0.000    0.000    0.000 ipaddress.py:1282(__init__)
       30    0.000    0.000    0.000    0.000 _make.py:394(_has_own_attribute)
       30    0.004    0.000    0.009    0.000 __init__.py:355(namedtuple)
       29    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
       29    0.001    0.000    0.001    0.000 {built-in method builtins.sorted}
       29    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
       29    0.002    0.000    0.002    0.000 {method 'search' of 're.Pattern' objects}
    29/11    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
    29/11    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
       29    0.000    0.000    0.001    0.000 dataclasses.py:250(_recursive_repr)
       29    0.000    0.000    0.000    0.000 dataclasses.py:372(__init__)
       29    0.000    0.000    0.007    0.000 dataclasses.py:627(_repr_fn)
       29    0.000    0.000    0.000    0.000 dataclasses.py:433(<genexpr>)
       29    0.000    0.000    0.045    0.002 dataclasses.py:1255(wrap)
       29    0.000    0.000    0.000    0.000 dataclasses.py:428(_fields_in_init_order)
       29    0.000    0.000    0.011    0.000 dataclasses.py:1238(dataclass)
       29    0.003    0.000    0.045    0.002 dataclasses.py:921(_process_class)
       28    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
       28    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
       28    0.000    0.000    0.000    0.000 functools.py:479(lru_cache)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1597(_make_netmask)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1851(_split_scope_id)
       28    0.000    0.000    0.001    0.000 ipaddress.py:2189(__init__)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1617(_ip_int_from_string)
       27    0.000    0.000    0.001    0.000 functools.py:518(decorating_function)
       27    0.000    0.000    0.000    0.000 inspect.py:2782(name)
       25    0.000    0.000    0.001    0.000 {method '__reduce_ex__' of 'object' objects}
       25    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
       25    0.000    0.000    0.000    0.000 copyreg.py:98(__newobj__)
       25    0.000    0.000    0.000    0.000 ipaddress.py:415(_check_int_address)
       25    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
       25    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
       25    0.000    0.000    0.000    0.000 parser.py:109(split_opt)
       25    0.001    0.000    0.001    0.000 _make.py:2534(from_counting_attr)
       25    0.000    0.000    0.000    0.000 _make.py:2716(__init__)
       25    0.000    0.000    0.001    0.000 _make.py:2584(__getstate__)
       25    0.000    0.000    0.002    0.000 _make.py:2566(evolve)
       25    0.000    0.000    0.000    0.000 _make.py:534(<lambda>)
       25    0.000    0.000    0.000    0.000 _make.py:2593(__setstate__)
       25    0.000    0.000    0.001    0.000 copy.py:61(copy)
       25    0.000    0.000    0.000    0.000 copy.py:247(_reconstruct)
       25    0.000    0.000    0.001    0.000 _make.py:94(attrib)
       24    0.000    0.000    0.000    0.000 inspect.py:3062(<genexpr>)
       24    0.000    0.000    0.000    0.000 typing.py:1053(<genexpr>)
       24    0.000    0.000    0.001    0.000 typing.py:500(__getitem__)
       23    0.001    0.000    0.011    0.000 dataclasses.py:568(_init_fn)
       22    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       22    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
       22    0.000    0.000    0.000    0.000 typing.py:1949(<genexpr>)
       22    0.000    0.000    0.000    0.000 util.py:16(lower)
       21    0.000    0.000    0.000    0.000 enum.py:1398(<lambda>)
       20    0.000    0.000    0.005    0.000 dataclasses.py:661(_cmp_fn)
       20    0.000    0.000    0.000    0.000 inspect.py:371(isfunction)
       20    0.000    0.000    0.001    0.000 contextlib.py:272(contextmanager)
       20    0.000    0.000    0.000    0.000 ipaddress.py:1183(_ip_int_from_string)
       19    0.000    0.000    0.001    0.000 enum.py:500(__prepare__)
       19    0.000    0.000    0.000    0.000 enum.py:376(__init__)
       19    0.000    0.000    0.000    0.000 enum.py:944(_check_for_existing_members_)
       19    0.000    0.000    0.000    0.000 enum.py:1666(_simple_enum)
       19    0.000    0.000    0.000    0.000 enum.py:973(_find_data_repr_)
       19    0.000    0.000    0.000    0.000 enum.py:1022(_find_new_)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1157(_make_netmask)
       19    0.000    0.000    0.001    0.000 ipaddress.py:1475(__init__)
       19    0.000    0.000    0.000    0.000 box.py:33(__init__)
       19    0.004    0.000    0.009    0.000 enum.py:1682(convert_class)
       19    0.000    0.000    0.000    0.000 color.py:431(parse)
       18    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
       18    0.000    0.000    0.000    0.000 enum.py:815(__members__)
       18    0.000    0.000    0.000    0.000 inspect.py:2005(_signature_get_user_defined_method)
       18    0.000    0.000    0.000    0.000 decorators.py:313(_param_memo)
       18    0.000    0.000    0.001    0.000 core.py:2088(__init__)
       17    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
       17    0.000    0.000    0.000    0.000 decorators.py:351(option)
       17    0.000    0.000    0.001    0.000 decorators.py:372(decorator)
       17    0.000    0.000    0.000    0.000 _make.py:1713(_make_ne)
       17    0.000    0.000    0.001    0.000 core.py:2512(__init__)
       17    0.000    0.000    0.000    0.000 inspect.py:879(cleandoc)
       17    0.000    0.000    0.000    0.000 core.py:2642(_parse_decls)
       17    0.000    0.000    0.005    0.000 _make.py:1732(_make_eq)
       17    0.000    0.000    0.000    0.000 inspect.py:2729(__init__)
       16    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
       16    0.000    0.000    0.000    0.000 {method 'removeprefix' of 'str' objects}
       16    0.000    0.000    0.000    0.000 {built-in method sys._getframemodulename}
       16    0.000    0.000    0.000    0.000 inspect.py:1462(repl)
       16    0.000    0.000    0.007    0.000 typing.py:2739(_make_nmtuple)
       16    0.000    0.000    0.000    0.000 typing.py:1535(<genexpr>)
       16    0.000    0.000    0.000    0.000 _typedattr.py:18(typed_attribute)
       16    0.000    0.000    0.004    0.000 _make.py:335(_make_attr_tuple_class)
       16    0.000    0.000    0.001    0.000 inspect.py:1460(formatannotation)
    16/10    0.000    0.000    0.000    0.000 typing.py:237(_type_repr)
       16    0.000    0.000    0.000    0.000 _make.py:1660(append_hash_computation_lines)
       16    0.000    0.000    0.003    0.000 _make.py:1631(_make_hash)
       15    0.000    0.000    0.000    0.000 dataclasses.py:349(__set_name__)
       15    0.000    0.000    0.000    0.000 typing.py:347(_flatten_literal_params)
       15    0.000    0.000    0.001    0.000 typing.py:732(Literal)
       15    0.000    0.000    0.000    0.000 typing.py:2824(_namedtuple_mro_entries)
       15    0.000    0.000    0.000    0.000 ssl.py:938(_sslcopydoc)
       15    0.000    0.000    0.000    0.000 _util.py:108(__new__)
       15    0.000    0.000    0.000    0.000 _make.py:451(_collect_base_attrs_broken)
       15    0.000    0.000    0.004    0.000 _make.py:977(add_init)
       15    0.000    0.000    0.000    0.000 _make.py:1198(attrs)
       15    0.000    0.000    0.000    0.000 _make.py:410(_get_annotations)
       15    0.000    0.000    0.001    0.000 _make.py:996(add_match_args)
       15    0.000    0.000    0.002    0.000 _make.py:731(build_class)
       15    0.000    0.000    0.000    0.000 _make.py:1105(_determine_attrs_eq_order)
       15    0.000    0.000    0.066    0.004 css_parser.py:294(__init__)
       15    0.001    0.000    0.008    0.001 _make.py:479(_transform_attrs)
       15    0.000    0.000    0.008    0.001 _make.py:640(__init__)
       15    0.000    0.000    0.024    0.002 _make.py:1489(wrap)
       15    0.000    0.000    0.000    0.000 _make.py:2120(_attrs_to_init_script)
       15    0.001    0.000    0.008    0.001 typing.py:2758(__new__)
       15    0.000    0.000    0.000    0.000 _make.py:1042(add_setattr)
       15    0.000    0.000    0.004    0.000 _make.py:2000(_make_init)
       14    0.000    0.000    0.000    0.000 {method 'start' of 're.Match' objects}
       14    0.000    0.000    0.000    0.000 <frozen _collections_abc>:435(__subclasshook__)
       14    0.000    0.000    0.005    0.000 hashlib.py:126(__get_openssl_constructor)
       14    0.000    0.000    0.001    0.000 _make.py:1032(add_order)
       14    0.000    0.000    0.002    0.000 _make.py:965(add_hash)
       14    0.000    0.000    0.004    0.000 _make.py:1022(add_eq)
       14    0.000    0.000    0.000    0.000 _make.py:1772(_make_order)
       14    0.000    0.000    0.000    0.000 _make.py:920(_make_getstate_setstate)
       14    0.000    0.000    0.000    0.000 css_parser.py:446(__init__)
       14    0.000    0.000    0.029    0.002 css_parser.py:1126(process_selectors)
       14    0.001    0.000    0.002    0.000 _make.py:795(_create_slots_class)
       13    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
       13    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
       13    0.000    0.000    0.000    0.000 {built-in method builtins.id}
       13    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
       13    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       13    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
       13    0.000    0.000    0.000    0.000 _compiler.py:391(_bytes_to_codes)
       13    0.000    0.000    0.008    0.001 dataclasses.py:638(_frozen_get_del_attr)
       13    0.000    0.000    0.000    0.000 inspect.py:747(unwrap)
       13    0.000    0.000    0.000    0.000 inspect.py:767(_is_wrapper)
       13    0.000    0.000    0.000    0.000 inspect.py:3075(parameters)
       13    0.000    0.000    0.000    0.000 __init__.py:234(_acquireLock)
       13    0.000    0.000    0.000    0.000 __init__.py:243(_releaseLock)
       13    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
       13    0.000    0.000    0.000    0.000 style.py:21(__init__)
       13    0.000    0.000    0.000    0.000 _make.py:2094(_assign)
       13    0.001    0.000    0.008    0.001 enum.py:906(_convert_)
       13    0.000    0.000    0.000    0.000 inspect.py:3015(__init__)
     13/7    0.000    0.000    0.001    0.000 inspect.py:2463(_signature_from_callable)
       12    0.000    0.000    0.000    0.000 inspect.py:295(isclass)
       12    0.000    0.000    0.000    0.000 inspect.py:3079(return_annotation)
       12    0.000    0.000    0.000    0.000 typing.py:949(_is_typevar_like)
       12    0.000    0.000    0.000    0.000 types.py:975(arity)
       11    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
       11    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
       11    0.000    0.000    0.000    0.000 <frozen abc>:110(register)
       11    0.000    0.000    0.001    0.000 typing.py:1800(__new__)
       11    0.000    0.000    0.001    0.000 typing.py:1944(__init_subclass__)
       11    0.000    0.000    0.000    0.000 typing.py:1819(__init__)
       11    0.000    0.000    0.001    0.000 __init__.py:2156(getLogger)
       11    0.000    0.000    0.000    0.000 _make.py:2075(_setattr)
       11    0.000    0.000    0.001    0.000 __init__.py:1377(getLogger)
       10    0.000    0.000    0.000    0.000 enum.py:1175(_generate_next_value_)
       10    0.000    0.000    0.000    0.000 enum.py:178(__init__)
       10    0.000    0.000    0.000    0.000 __init__.py:208(_checkLevel)
       10    0.000    0.000    0.000    0.000 __future__.py:83(__init__)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
       10    0.000    0.000    0.000    0.000 style.py:198(null)
       10    0.000    0.000    0.000    0.000 _make.py:2666(<genexpr>)
       10    0.000    0.000    0.000    0.000 _make.py:1613(_has_frozen_base_class)
       10    0.000    0.000    0.001    0.000 inspect.py:2816(__str__)
        9    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        9    0.000    0.000    0.000    0.000 __init__.py:811(__init__)
        9    0.000    0.000    0.000    0.000 __init__.py:183(__new__)
        9    0.000    0.000    0.000    0.000 css_types.py:394(pickle_register)
        9    0.000    0.000    0.000    0.000 enum.py:1401(_missing_)
        8    0.000    0.000    0.000    0.000 typing.py:1147(__mro_entries__)
        8    0.000    0.000    0.000    0.000 __init__.py:1497(__init__)
        8    0.000    0.000    0.000    0.000 color.py:478(<genexpr>)
        8    0.000    0.000    0.000    0.000 palette.py:14(__init__)
        8    0.000    0.000    0.000    0.000 formatter.py:49(__init__)
        8    0.000    0.000    0.000    0.000 formatter.py:42(_default)
        7    0.000    0.000    0.000    0.000 functools.py:660(_c3_merge)
        7    0.000    0.000    0.000    0.000 weakref.py:367(__init__)
        7    0.000    0.000    0.002    0.000 dataclasses.py:882(_hash_add)
        7    0.000    0.000    0.000    0.000 dataclasses.py:879(_hash_set_none)
        7    0.000    0.000    0.002    0.000 dataclasses.py:675(_hash_fn)
        7    0.000    0.000    0.001    0.000 inspect.py:3067(from_callable)
        7    0.000    0.000    0.001    0.000 inspect.py:3325(signature)
      7/3    0.000    0.000    0.000    0.000 typing.py:1374(__repr__)
        7    0.000    0.000    0.000    0.000 _legacy.py:15(deprecated)
        7    0.000    0.000    0.000    0.000 fractions.py:533(_operator_fallbacks)
      7/1    0.000    0.000    0.000    0.000 functools.py:687(_c3_mro)
        7    0.000    0.000    0.000    0.000 __init__.py:1428(_fixupParents)
        7    0.000    0.000    0.001    0.000 inspect.py:2368(_signature_from_function)
        6    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        6    0.000    0.000    0.000    0.000 inspect.py:303(ismethoddescriptor)
        6    0.000    0.000    0.000    0.000 inspect.py:2097(_signature_bound_method)
        6    0.000    0.000    0.000    0.000 _parser.py:166(__delitem__)
        6    0.000    0.000    0.000    0.000 functools.py:845(_is_valid_dispatch_type)
        6    0.000    0.000    0.000    0.000 inspect.py:2123(_signature_is_builtin)
        6    0.000    0.000    0.000    0.000 inspect.py:517(isbuiltin)
        6    0.000    0.000    0.000    0.000 inspect.py:3083(replace)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        6    0.000    0.000    0.000    0.000 parse.py:819(__getattr__)
        6    0.000    0.000    0.000    0.000 signal.py:50(_wraps)
        6    0.000    0.000    0.000    0.000 signal.py:51(decorator)
        6    0.000    0.000    0.000    0.000 unix_events.py:856(__init_subclass__)
        6    0.000    0.000    0.000    0.000 types.py:963(__init__)
        6    0.000    0.000    0.000    0.000 inspect.py:2135(_signature_is_functionlike)
        6    0.000    0.000    0.001    0.000 inspect.py:3279(__str__)
        6    0.000    0.000    0.000    0.000 _parser.py:893(_parse_flags)
        5    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        5    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        5    0.000    0.000    0.000    0.000 enum.py:803(__iter__)
        5    0.000    0.000    0.000    0.000 functools.py:970(__set_name__)
        5    0.000    0.000    0.000    0.000 functools.py:841(_is_union_type)
        5    0.000    0.000    0.000    0.000 functools.py:965(__init__)
        5    0.000    0.000    0.000    0.000 _parser.py:295(seek)
        5    0.000    0.000    0.000    0.000 typing.py:629(ClassVar)
        5    0.000    0.000    0.000    0.000 inspect.py:2786(default)
        5    0.000    0.000    0.000    0.000 typing.py:1699(_get_protocol_attrs)
        5    0.000    0.000    0.000    0.000 typing.py:2288(get_origin)
        5    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        5    0.000    0.000    0.000    0.000 platform.py:841(_unknown_as_blank)
        5    0.000    0.000    0.000    0.000 terminal_theme.py:20(__init__)
        5    0.000    0.000    0.000    0.000 validators.py:366(is_callable)
        5    0.000    0.000    0.000    0.000 <attrs generated init attr.validators._IsCallableValidator>:1(__init__)
        5    0.000    0.000    0.000    0.000 lexer.py:43(__new__)
        5    0.000    0.000    0.004    0.001 _make.py:1841(_make_repr)
        4    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        4    0.000    0.000    0.000    0.000 <frozen _collections_abc>:104(_check_methods)
        4    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        4    0.000    0.000    0.001    0.000 ssl.py:399(__new__)
        4    0.001    0.000    0.001    0.000 {built-in method _ssl.txt2obj}
        4    0.000    0.000    0.000    0.000 pathlib.py:1164(__new__)
        4    0.000    0.000    0.028    0.007 _compat.py:1(<module>)
        4    0.000    0.000    0.000    0.000 pathlib.py:1157(__init__)
        4    0.000    0.000    0.000    0.000 core.py:2676(<lambda>)
        4    0.000    0.000    0.000    0.000 formatter.py:151(__init__)
        4    0.000    0.000    0.000    0.000 functools.py:852(register)
        4    0.000    0.000    0.000    0.000 typing.py:392(_eval_type)
        4    0.000    0.000    0.000    0.000 typing.py:2263(_strip_annotations)
        4    0.000    0.000    0.000    0.000 pathlib.py:358(__init__)
        3    0.000    0.000    0.000    0.000 {method 'popitem' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        3    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.TextIOWrapper' objects}
        3    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:662(spec_from_loader)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:966(clear)
        3    0.000    0.000    0.000    0.000 __init__.py:179(sub)
        3    0.000    0.000    0.000    0.000 functools.py:188(total_ordering)
        3    0.000    0.000    0.000    0.000 weakref.py:495(popitem)
        3    0.000    0.000    0.000    0.000 dataclasses.py:604(<genexpr>)
        3    0.000    0.000    0.000    0.000 typing.py:1554(__repr__)
        3    0.000    0.000    0.000    0.000 threading.py:124(RLock)
        3    0.000    0.000    0.083    0.028 parser.py:1(<module>)
        3    0.000    0.000    0.002    0.001 _exceptions.py:1(<module>)
        3    0.000    0.000    0.008    0.003 exceptions.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _compat.py:578(_make_cached_stream_func)
        3    0.000    0.000    0.000    0.000 platform.py:983(system)
        3    0.000    0.000    0.000    0.000 repr.py:37(auto)
        3    0.000    0.000    0.000    0.000 repr.py:114(rich_repr)
        3    0.000    0.000    0.000    0.000 repr.py:42(do_replace)
        3    0.000    0.000    0.001    0.000 _make.py:1828(_add_eq)
        3    0.000    0.000    0.003    0.001 _make.py:1898(_add_repr)
        3    0.000    0.000    0.000    0.000 __init__.py:51(register)
        3    0.000    0.000    0.000    0.000 element.py:27(_alias)
        3    0.000    0.000    0.076    0.025 core.py:1(<module>)
        3    0.000    0.000    0.000    0.000 typing.py:2090(runtime_checkable)
        3    0.000    0.000    0.000    0.000 platform.py:894(uname)
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        2    0.000    0.000    0.000    0.000 {method 'deleter' of 'property' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
        2    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        2    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        2    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:501(_requires_builtin_wrapper)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:989(create_module)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:997(exec_module)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1014(is_package)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:341(__subclasshook__)
        2    0.000    0.000    0.000    0.000 <frozen posixpath>:41(_get_sep)
        2    0.000    0.000    0.000    0.000 <frozen posixpath>:138(splitroot)
        2    0.000    0.000    0.000    0.000 <frozen os>:1087(__subclasshook__)
        2    0.000    0.000    0.000    0.000 enum.py:1651(global_enum)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:85(add)
        2    0.000    0.000    0.000    0.000 reprlib.py:12(decorating_function)
        2    0.000    0.000    0.000    0.000 functools.py:741(is_related)
        2    0.000    0.000    0.000    0.000 functools.py:818(dispatch)
        2    0.000    0.000    0.000    0.000 reprlib.py:9(recursive_repr)
        2    0.000    0.000    0.000    0.000 functools.py:904(wrapper)
        2    0.000    0.000    0.000    0.000 weakref.py:414(__getitem__)
        2    0.000    0.000    0.000    0.000 weakref.py:427(__setitem__)
        2    0.000    0.000    0.000    0.000 contextlib.py:305(asynccontextmanager)
        2    0.000    0.000    0.000    0.000 typing.py:1745(_caller)
        2    0.000    0.000    0.000    0.000 typing.py:2132(cast)
        2    0.000    0.000    0.000    0.000 typing.py:2512(final)
        2    0.000    0.000    0.000    0.000 __init__.py:1323(append)
        2    0.000    0.000    0.000    0.000 __init__.py:1317(__init__)
        2    0.000    0.000    0.000    0.000 pathlib.py:429(_format_parsed_parts)
        2    0.000    0.000    0.000    0.000 calendar.py:118(__init__)
        2    0.000    0.000    0.000    0.000 calendar.py:99(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        2    0.000    0.000    1.285    0.643 _api.py:1(<module>)
        2    0.000    0.000    0.000    0.000 pathlib.py:380(with_segments)
        2    0.000    0.000    0.002    0.001 base.py:1(<module>)
        2    0.000    0.000    0.000    0.000 pathlib.py:551(drive)
        2    0.000    0.000    0.000    0.000 pathlib.py:560(root)
        2    0.000    0.000    0.000    0.000 pathlib.py:569(_tail)
        2    0.000    0.000    0.000    0.000 pathlib.py:407(_load_parts)
        2    0.000    0.000    0.034    0.017 readers.py:1(<module>)
        2    0.000    0.000    0.007    0.003 _tasks.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _version.py:1(<module>)
        2    0.000    0.000    0.008    0.004 abc.py:1(<module>)
        2    0.000    0.000    0.329    0.164 connection.py:1(<module>)
        2    0.000    0.000    0.017    0.008 _utils.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _resources.py:1(<module>)
        2    0.000    0.000    0.006    0.003 _subprocesses.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _testing.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _typedattr.py:30(__init_subclass__)
        2    0.000    0.000    0.001    0.000 connection_pool.py:1(<module>)
        2    0.000    0.000    0.007    0.003 subprocess.py:1(<module>)
        2    0.000    0.000    0.001    0.001 http2.py:1(<module>)
        2    0.000    0.000    0.014    0.007 _streams.py:1(<module>)
        2    0.000    0.000    0.001    0.000 interfaces.py:1(<module>)
        2    0.000    0.000    0.025    0.013 style.py:1(<module>)
        2    0.000    0.000    0.000    0.000 http11.py:43(HTTPConnectionState)
        2    0.000    0.000    0.001    0.000 mock.py:1(<module>)
        2    0.000    0.000    0.000    0.000 http11.py:331(HTTP11ConnectionByteStream)
        2    0.000    0.000    0.000    0.000 connection_pool.py:349(PoolByteStream)
        2    0.000    0.000    0.000    0.000 types.py:672(__init__)
        2    0.000    0.000    0.001    0.001 _make.py:901(add_repr)
        2    0.000    0.000    0.001    0.000 errors.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:594(register_treebuilders_from)
        2    0.000    0.000    0.000    0.000 highlighter.py:8(_combine_regex)
        2    0.000    0.000    0.000    0.000 validators.py:277(optional)
        2    0.000    0.000    0.056    0.028 _config.py:1(<module>)
        2    0.000    0.000    0.000    0.000 <attrs generated init attr.validators._OptionalValidator>:1(__init__)
        2    0.000    0.000    0.000    0.000 _make.py:1705(_add_hash)
        2    0.000    0.000    0.000    0.000 validators.py:346(__call__)
        2    0.000    0.000    0.002    0.001 util.py:1(<module>)
        2    0.000    0.000    0.000    0.000 formatter.py:158(__init__)
        2    0.000    0.000    0.000    0.000 _lxml.py:39(<genexpr>)
        2    0.000    0.000    0.004    0.002 hashlib.py:82(__get_builtin_constructor)
        2    0.000    0.000    0.162    0.081 _models.py:1(<module>)
        2    0.000    0.000    0.033    0.017 _sockets.py:1(<module>)
        2    0.000    0.000    0.000    0.000 functools.py:800(singledispatch)
        2    0.000    0.000    0.000    0.000 charset.py:206(__init__)
        2    0.000    0.000    0.053    0.026 utils.py:1(<module>)
        2    0.000    0.000    0.001    0.000 http_proxy.py:1(<module>)
        2    0.000    0.000    0.001    0.000 socks_proxy.py:1(<module>)
        2    0.000    0.000    0.270    0.135 _synchronization.py:1(<module>)
        2    0.000    0.000    0.000    0.000 pathlib.py:387(_parse_path)
        2    0.000    0.000    0.051    0.026 http11.py:1(<module>)
        2    0.000    0.000    0.080    0.040 pretty.py:1(<module>)
        2    0.000    0.000    0.000    0.000 typing.py:2164(get_type_hints)
        1    0.000    0.000    0.000    0.000 {method 'replace' of 'code' objects}
        1    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'difference_update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _imp.get_frozen_object}
        1    0.000    0.000    0.000    0.000 {built-in method sys.exit}
        1    0.000    0.000    0.000    0.000 {built-in method posix.uname}
        1    0.000    0.000    0.000    0.000 {built-in method posix.sysconf}
        1    0.000    0.000    0.000    0.000 {built-in method posix._path_normpath}
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
        1    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
        1    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.011    0.011 <frozen ntpath>:1(<module>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1103(_resolve_filename)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1158(create_module)
        1    0.000    0.000    0.011    0.011 <frozen importlib._bootstrap>:1171(exec_module)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1285(_sanity_check)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1375(_gcd_import)
        1    0.000    0.000    0.022    0.022 <frozen importlib._bootstrap_external>:1192(get_resource_reader)
        1    0.000    0.000    0.000    0.000 <frozen codecs>:94(__new__)
        1    0.000    0.000    0.000    0.000 <frozen codecs>:1028(getwriter)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:182(__subclasshook__)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:388(__subclasshook__)
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:52(normcase)
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:60(isabs)
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:71(join)
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:408(normpath)
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:416(abspath)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x10ba323e0}
        1    0.000    0.000    0.000    0.000 functools.py:774(_find_impl)
        1    0.000    0.000    0.000    0.000 __init__.py:164(match)
        1    0.000    0.000    0.000    0.000 weakref.py:104(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utf_8.py:33(getregentry)
        1    0.000    0.000    0.000    0.000 __init__.py:73(import_module)
        1    0.000    0.000    0.000    0.000 _parser.py:103(checklookbehindgroup)
        1    0.000    0.000    0.000    0.000 functools.py:861(<lambda>)
        1    0.000    0.000    0.000    0.000 _parser.py:100(checkgroup)
