         483838 function calls (463372 primitive calls) in 1.640 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 tasks.py:702(_GatheringFuture)
       13    0.000    0.000    0.008    0.001 dataclasses.py:638(_frozen_get_del_attr)
       80    0.000    0.000    0.000    0.000 ipaddress.py:1209(_parse_octet)
        9    0.000    0.000    0.000    0.000 enum.py:1401(_missing_)
        1    0.000    0.000    0.000    0.000 threading.py:871(Thread)
       29    0.000    0.000    0.044    0.002 dataclasses.py:1255(wrap)
      102    0.000    0.000    0.000    0.000 dataclasses.py:489(_field_init)
        1    0.000    0.000    0.087    0.087 base_events.py:1(<module>)
      294    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
       70    0.000    0.000    0.000    0.000 _make.py:1035(<genexpr>)
        1    0.000    0.000    0.027    0.027 shutil.py:1(<module>)
       16    0.000    0.000    0.002    0.000 _make.py:1631(_make_hash)
        1    0.000    0.000    0.014    0.014 ssl.py:1(<module>)
       62    0.000    0.000    0.000    0.000 __init__.py:26(__new__)
        2    0.000    0.000    0.133    0.066 _models.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1135(_BaseV4)
        1    0.000    0.000    0.160    0.160 request.py:1(<module>)
        1    0.000    0.000    0.001    0.001 segment.py:63(Segment)
        1    0.000    0.000    0.002    0.002 decorators.py:1(<module>)
    29/11    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
       79    0.000    0.000    0.000    0.000 _make.py:1131(_determine_attrib_eq_order)
      248    0.000    0.000    0.000    0.000 socket.py:84(<lambda>)
        5    0.000    0.000    0.002    0.000 _make.py:1841(_make_repr)
        1    0.000    0.000    0.013    0.013 validators.py:1(<module>)
        2    0.000    0.000    1.187    0.593 _api.py:1(<module>)
      250    0.000    0.000    0.000    0.000 socket.py:94(<lambda>)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1617(_ip_int_from_string)
        1    0.000    0.000    0.045    0.045 _connection.py:1(<module>)
      249    0.000    0.000    0.000    0.000 socket.py:89(<lambda>)
       59    0.000    0.000    0.000    0.000 _compiler.py:407(_generate_overlap_table)
        1    0.000    0.000    0.002    0.002 progress.py:1050(Progress)
       47    0.000    0.000    0.000    0.000 dataclasses.py:437(_tuple_str)
        1    0.000    0.000    0.013    0.013 css_match.py:1(<module>)
      228    0.000    0.000    0.000    0.000 enum.py:70(_is_internal_class)
        1    0.000    0.000    0.000    0.000 base_events.py:408(BaseEventLoop)
    31/30    0.000    0.000    0.067    0.002 <frozen importlib._bootstrap_external>:1295(exec_module)
        2    0.000    0.000    0.062    0.031 http11.py:1(<module>)
       40    0.000    0.000    0.000    0.000 _make.py:997(<genexpr>)
       19    0.000    0.000    0.000    0.000 enum.py:1666(_simple_enum)
      188    0.000    0.000    0.000    0.000 typing.py:927(__hash__)
        1    0.000    0.000    0.004    0.004 memory.py:1(<module>)
       72    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
       59    0.000    0.000    0.000    0.000 functools.py:65(wraps)
        2    0.000    0.000    0.000    0.000 _resources.py:1(<module>)
      158    0.000    0.000    0.000    0.000 {built-in method sys.intern}
       19    0.000    0.000    0.000    0.000 enum.py:944(_check_for_existing_members_)
        3    0.000    0.000    0.083    0.028 parser.py:1(<module>)
        1    0.000    0.000    0.021    0.021 _events.py:1(<module>)
       87    0.000    0.000    0.001    0.000 __init__.py:255(escape)
        1    0.000    0.000    0.004    0.004 pathlib.py:1(<module>)
       27    0.000    0.000    0.000    0.000 functools.py:518(decorating_function)
       19    0.000    0.000    0.000    0.000 enum.py:376(__init__)
        1    0.000    0.000    0.324    0.324 element.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:97(SymbolFilter)
      109    0.000    0.000    0.000    0.000 _parser.py:304(checkgroupname)
        1    0.000    0.000    0.009    0.009 random.py:1(<module>)
        2    0.000    0.000    0.023    0.011 _utils.py:1(<module>)
       25    0.000    0.000    0.000    0.000 _make.py:2716(__init__)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        1    0.000    0.000    0.132    0.132 from_thread.py:1(<module>)
        1    0.000    0.000    0.005    0.005 tasks.py:1(<module>)
        1    0.000    0.000    0.077    0.077 css_parser.py:416(CSSParser)
      369    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:986(create_module)
        1    0.000    0.000    0.002    0.002 termui.py:1(<module>)
       19    0.000    0.000    0.001    0.000 ipaddress.py:1475(__init__)
      403    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
       19    0.000    0.000    0.000    0.000 color.py:431(parse)
       17    0.000    0.000    0.001    0.000 core.py:2512(__init__)
        1    0.000    0.000    0.101    0.101 client.py:1(<module>)
      152    0.000    0.000    0.000    0.000 dataclasses.py:683(_is_classvar)
        2    0.000    0.000    0.001    0.000 connection_pool.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _status_codes.py:6(codes)
       28    0.000    0.000    0.001    0.000 ipaddress.py:2189(__init__)
      151    0.000    0.000    0.000    0.000 typing.py:473(__repr__)
       11    0.000    0.000    0.000    0.000 __init__.py:1377(getLogger)
       16    0.000    0.000    0.000    0.000 _make.py:1660(append_hash_computation_lines)
        1    0.000    0.000    0.002    0.002 core.py:160(Context)
      206    0.000    0.000    0.000    0.000 enum.py:460(<genexpr>)
        1    0.000    0.000    0.004    0.004 _status_codes.py:1(<module>)
      280    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1570(<genexpr>)
       17    0.000    0.000    0.000    0.000 inspect.py:2729(__init__)
       16    0.000    0.000    0.000    0.000 {method 'removeprefix' of 'str' objects}
        2    0.000    0.000    0.005    0.002 _tasks.py:1(<module>)
       11    0.000    0.000    0.000    0.000 typing.py:1944(__init_subclass__)
        1    0.000    0.000    0.000    0.000 traceback.py:248(FrameSummary)
        1    0.000    0.000    0.002    0.002 _connection.py:139(Connection)
        7    0.000    0.000    0.000    0.000 weakref.py:367(__init__)
      114    0.000    0.000    0.000    0.000 dataclasses.py:309(__init__)
      190    0.000    0.000    0.000    0.000 dammit.py:134(<genexpr>)
        1    0.000    0.000    0.006    0.006 parse.py:1(<module>)
        1    0.000    0.000    0.404    0.404 default.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mbcharsetprober.py:34(MultiByteCharSetProber)
        1    0.000    0.000    0.001    0.001 style.py:30(Style)
        1    0.000    0.000    0.002    0.002 _state.py:1(<module>)
       53    0.000    0.000    0.000    0.000 _make.py:1621(_generate_unique_filename)
       25    0.000    0.000    0.001    0.000 {method '__reduce_ex__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 tls.py:24(TLSAttribute)
       14    0.000    0.000    0.004    0.000 hashlib.py:126(__get_openssl_constructor)
        1    0.000    0.000    0.345    0.345 _auth.py:1(<module>)
        1    0.000    0.000    0.012    0.012 lexer.py:1(<module>)
        2    0.000    0.000    0.003    0.002 util.py:1(<module>)
       13    0.000    0.000    0.000    0.000 _compiler.py:391(_bytes_to_codes)
       22    0.000    0.000    0.000    0.000 typing.py:1949(<genexpr>)
        6    0.000    0.000    0.001    0.000 inspect.py:3279(__str__)
       13    0.000    0.000    0.000    0.000 inspect.py:3015(__init__)
        1    0.000    0.000    0.007    0.007 _common.py:1(<module>)
        2    0.000    0.000    0.024    0.012 style.py:1(<module>)
      107    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        1    0.000    0.000    0.004    0.004 signal.py:1(<module>)
       14    0.000    0.000    0.055    0.004 css_parser.py:1126(process_selectors)
       18    0.000    0.000    0.000    0.000 core.py:2088(__init__)
      248    0.000    0.000    0.000    0.000 typing.py:1577(<genexpr>)
       22    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        1    0.000    0.000    0.022    0.022 sbcsgroupprober.py:1(<module>)
       47    0.000    0.000    0.000    0.000 ipaddress.py:533(_split_addr_prefix)
        1    0.000    0.000    0.008    0.008 unix_events.py:1(<module>)
        1    0.000    0.000    0.000    0.000 traceback.py:374(StackSummary)
        1    0.000    0.000    0.007    0.007 _headers.py:1(<module>)
        1    0.000    0.000    0.209    0.209 _fileio.py:1(<module>)
       62    0.000    0.000    0.000    0.000 _status_codes.py:26(__new__)
        1    0.000    0.000    0.001    0.001 encoder.py:1(<module>)
        1    0.000    0.000    0.008    0.008 cookiejar.py:1(<module>)
      281    0.000    0.000    0.000    0.000 enum.py:236(__set_name__)
        1    0.000    0.000    0.002    0.002 markup.py:1(<module>)
       43    0.000    0.000    0.000    0.000 ipaddress.py:1886(__init__)
        3    0.000    0.000    0.008    0.003 exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
       17    0.000    0.000    0.000    0.000 core.py:2642(_parse_decls)
        1    0.000    0.000    0.002    0.002 calendar.py:1(<module>)
        1    0.000    0.000    0.011    0.011 chardistribution.py:1(<module>)
       14    0.000    0.000    0.002    0.000 _make.py:1022(add_eq)
        1    0.000    0.000    0.000    0.000 mbcssm.py:1(<module>)
        1    0.000    0.000    0.008    0.008 decoder.py:1(<module>)
        1    0.000    0.000    0.003    0.003 <frozen ntpath>:1(<module>)
        1    0.000    0.000    0.001    0.001 utils.py:106(LazyFile)
        1    0.000    0.000    0.144    0.144 dammit.py:1(<module>)
        1    0.000    0.000    0.000    0.000 anyio.py:1(<module>)
      161    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 progress.py:924(Task)
        1    0.000    0.000    0.035    0.035 mbcsgroupprober.py:1(<module>)
        1    0.000    0.000    0.000    0.000 anyio.py:19(AnyIOStream)
        5    0.000    0.000    0.000    0.000 typing.py:1699(_get_protocol_attrs)
       80    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
       92    0.000    0.000    0.000    0.000 dataclasses.py:549(_init_param)
        1    0.000    0.000    0.000    0.000 _client.py:1308(AsyncClient)
      152    0.000    0.000    0.000    0.000 dataclasses.py:691(_is_initvar)
        1    0.000    0.000    0.025    0.025 table.py:1(<module>)
       74    0.000    0.000    0.002    0.000 typing.py:1044(<genexpr>)
       98    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
       24    0.000    0.000    0.001    0.000 typing.py:500(__getitem__)
       11    0.000    0.000    0.001    0.000 typing.py:1800(__new__)
        1    0.000    0.000    0.015    0.015 types.py:1(<module>)
       96    0.000    0.000    0.000    0.000 dataclasses.py:477(_field_assign)
       25    0.000    0.000    0.001    0.000 _make.py:2566(evolve)
        1    0.000    0.000    0.004    0.004 segment.py:1(<module>)
        1    0.000    0.000    0.043    0.043 _content.py:1(<module>)
        1    0.000    0.000    0.005    0.005 panel.py:1(<module>)
        1    0.000    0.000    0.001    0.001 box.py:1(<module>)
        1    0.000    0.000    0.001    0.001 threading.py:1(<module>)
      116    0.000    0.000    0.000    0.000 enum.py:1279(value)
       15    0.000    0.000    0.072    0.005 css_parser.py:294(__init__)
        1    0.000    0.000    0.000    0.000 _mapping.py:1(<module>)
      108    0.000    0.000    0.000    0.000 _make.py:1139(decide_callable_or_boolean)
        1    0.000    0.000    0.031    0.031 hashlib.py:1(<module>)
      144    0.000    0.000    0.000    0.000 __init__.py:429(<genexpr>)
       79    0.000    0.000    0.000    0.000 token.py:24(__init__)
       20    0.000    0.000    0.005    0.000 dataclasses.py:661(_cmp_fn)
       47    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
       25    0.000    0.000    0.000    0.000 copy.py:247(_reconstruct)
        1    0.000    0.000    0.001    0.001 table.py:151(Table)
       14    0.000    0.000    0.000    0.000 _make.py:1032(add_order)
        1    0.000    0.000    0.004    0.004 selectors.py:1(<module>)
       30    0.000    0.000    0.000    0.000 ipaddress.py:1282(__init__)
       10    0.000    0.000    0.001    0.000 inspect.py:2816(__str__)
        2    0.000    0.000    0.031    0.015 _config.py:1(<module>)
        2    0.000    0.000    0.001    0.000 base.py:1(<module>)
        1    0.000    0.000    0.001    0.001 repr.py:1(<module>)
       52    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
      109    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
      141    0.000    0.000    0.000    0.000 dataclasses.py:432(<genexpr>)
       35    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
        1    0.000    0.000    0.009    0.009 live.py:1(<module>)
       17    0.000    0.000    0.001    0.000 decorators.py:372(decorator)
       11    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        1    0.000    0.000    0.075    0.075 universaldetector.py:1(<module>)
       69    0.000    0.000    0.000    0.000 signal.py:9(<lambda>)
      103    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 globals.py:1(<module>)
        1    0.000    0.000    0.001    0.001 streams.py:1(<module>)
      153    0.000    0.000    0.000    0.000 typing.py:1581(__eq__)
        1    0.000    0.000    0.006    0.006 sslproto.py:1(<module>)
        1    0.000    0.000    0.005    0.005 _urlparse.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:831(ZipExtFile)
       40    0.000    0.000    0.000    0.000 _make.py:529(<genexpr>)
        1    0.000    0.000    0.000    0.000 subprocess.py:749(Popen)
        1    0.000    0.000    0.001    0.001 timeouts.py:1(<module>)
       15    0.000    0.000    0.000    0.000 _make.py:996(add_match_args)
       29    0.000    0.000    0.010    0.000 dataclasses.py:1238(dataclass)
        1    0.000    0.000    0.008    0.008 lzma.py:1(<module>)
        1    0.000    0.000    0.000    0.000 escsm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base_futures.py:1(<module>)
       17    0.000    0.000    0.000    0.000 inspect.py:879(cleandoc)
        1    0.000    0.000    0.000    0.000 core.py:834(BaseCommand)
        1    0.000    0.000    0.011    0.011 base64.py:1(<module>)
        1    0.000    0.000    0.017    0.017 events.py:1(<module>)
        1    0.000    0.000    0.001    0.001 core.py:2012(Parameter)
      7/1    0.000    0.000    0.000    0.000 functools.py:687(_c3_mro)
        2    0.000    0.000    0.002    0.001 abc.py:1(<module>)
        1    0.000    0.000    0.001    0.001 core.py:1781(Group)
       96    0.000    0.000    0.000    0.000 typing.py:1523(<genexpr>)
        7    0.000    0.000    0.000    0.000 __init__.py:1428(_fixupParents)
        1    0.000    0.000    0.001    0.001 runners.py:1(<module>)
      152    0.000    0.000    0.000    0.000 dataclasses.py:697(_is_kw_only)
       11    0.000    0.000    0.000    0.000 __init__.py:2156(getLogger)
        1    0.000    0.000    0.008    0.008 sync.py:1(<module>)
        1    0.000    0.000    0.011    0.011 header.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _eventloop.py:1(<module>)
       15    0.000    0.000    0.000    0.000 typing.py:347(_flatten_literal_params)
       19    0.000    0.000    0.000    0.000 enum.py:973(_find_data_repr_)
        1    0.000    0.000    0.001    0.001 control.py:1(<module>)
       25    0.000    0.000    0.000    0.000 _make.py:2593(__setstate__)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x10c7863e0}
        1    0.000    0.000    0.030    0.030 tempfile.py:1(<module>)
        1    0.000    0.000    0.003    0.003 asgi.py:1(<module>)
       30    0.000    0.000    0.000    0.000 _make.py:394(_has_own_attribute)
        1    0.000    0.000    0.000    0.000 dammit.py:522(UnicodeDammit)
        2    0.000    0.000    0.001    0.000 interfaces.py:1(<module>)
       20    0.000    0.000    0.000    0.000 ipaddress.py:1183(_ip_int_from_string)
        1    0.000    0.000    0.001    0.001 _util.py:1(<module>)
        2    0.000    0.000    0.021    0.011 readers.py:1(<module>)
       65    0.000    0.000    0.000    0.000 typing.py:1576(_value_and_type_iter)
        1    0.000    0.000    0.001    0.001 containers.py:1(<module>)
        2    0.000    0.000    0.001    0.000 mock.py:1(<module>)
        2    0.000    0.000    0.001    0.001 errors.py:1(<module>)
       16    0.000    0.000    0.001    0.000 inspect.py:1460(formatannotation)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        1    0.000    0.000    0.004    0.004 queue.py:1(<module>)
        1    0.000    0.000    0.001    0.001 types.py:275(coroutine)
        1    0.000    0.000    0.001    0.001 syntax.py:227(Syntax)
        1    0.000    0.000    0.001    0.001 _base.py:1(<module>)
      155    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
       28    0.000    0.000    0.000    0.000 functools.py:479(lru_cache)
        1    0.000    0.000    0.005    0.005 locks.py:1(<module>)
       30    0.000    0.000    0.000    0.000 enum.py:1381(_iter_member_by_value_)
        1    0.000    0.000    0.023    0.023 _urls.py:1(<module>)
      178    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
       29    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
       14    0.000    0.000    0.002    0.000 _make.py:965(add_hash)
        1    0.000    0.000    0.002    0.002 utf8prober.py:1(<module>)
        1    0.000    0.000    0.001    0.001 platform.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _testing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
       35    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.007    0.007 _emoji_replace.py:1(<module>)
        1    0.000    0.000    0.017    0.017 sjisprober.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:1472(MultiCommand)
        1    0.000    0.000    0.000    0.000 coroutines.py:1(<module>)
        6    0.000    0.000    0.000    0.000 inspect.py:2097(_signature_bound_method)
       14    0.000    0.000    0.000    0.000 css_parser.py:446(__init__)
        1    0.000    0.000    0.004    0.004 charsetgroupprober.py:1(<module>)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1597(_make_netmask)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        1    0.000    0.000    0.014    0.014 fractions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _funcs.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _writers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 css_parser.py:661(parse_pseudo_nth)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1157(_make_netmask)
        7    0.000    0.000    0.000    0.000 functools.py:660(_c3_merge)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
      126    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
        1    0.000    0.000    0.007    0.007 css_types.py:1(<module>)
        1    0.000    0.000    0.000    0.000 theme.py:18(__init__)
        8    0.000    0.000    0.000    0.000 __init__.py:1497(__init__)
       44    0.000    0.000    0.000    0.000 dataclasses.py:643(<genexpr>)
        1    0.000    0.000    0.028    0.028 _decoders.py:1(<module>)
       30    0.000    0.000    0.000    0.000 enum.py:1391(_iter_member_by_def_)
        1    0.000    0.000    0.000    0.000 progress_bar.py:1(<module>)
        1    0.000    0.000    0.003    0.003 cells.py:1(<module>)
        1    0.000    0.000    0.002    0.002 __meta__.py:1(<module>)
       13    0.000    0.000    0.000    0.000 inspect.py:747(unwrap)
        1    0.000    0.000    0.000    0.000 _models.py:447(Response)
      141    0.000    0.000    0.000    0.000 dataclasses.py:1142(<genexpr>)
       14    0.000    0.000    0.000    0.000 _make.py:1772(_make_order)
        1    0.000    0.000    0.000    0.000 _fileio.py:222(Path)
    33/21    0.000    0.000    0.000    0.000 types.py:999(convert_type)
        1    0.000    0.000    0.000    0.000 chardistribution.py:113(EUCTWDistributionAnalysis)
       15    0.000    0.000    0.002    0.000 _make.py:977(add_init)
        1    0.000    0.000    0.070    0.070 feedparser.py:1(<module>)
        1    0.000    0.000    0.001    0.001 mimetypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 http11.py:50(HTTP11Connection)
      126    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
      126    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
      126    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
        5    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.034    0.034 scope.py:1(<module>)
       68    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.007    0.007 jupyter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 events.py:169(AbstractServer)
      126    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
       14    0.000    0.000    0.000    0.000 _make.py:920(_make_getstate_setstate)
        1    0.000    0.000    0.000    0.000 http11.py:358(HTTP11UpgradeStream)
        1    0.000    0.000    0.000    0.000 _client.py:161(BaseClient)
        1    0.000    0.000    0.001    0.001 ansi.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _client.py:564(Client)
        1    0.000    0.000    0.004    0.004 charset.py:1(<module>)
        1    0.000    0.000    0.000    0.000 emoji.py:1(<module>)
      119    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        1    0.000    0.000    0.041    0.041 _multipart.py:1(<module>)
      126    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
      7/3    0.000    0.000    0.000    0.000 typing.py:1374(__repr__)
        6    0.000    0.000    0.000    0.000 parse.py:819(__getattr__)
        1    0.000    0.000    0.002    0.002 ipaddress.py:1(<module>)
        8    0.000    0.000    0.000    0.000 typing.py:1147(__mro_entries__)
       15    0.000    0.000    0.000    0.000 _make.py:1198(attrs)
       61    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
       25    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
        1    0.000    0.000    0.017    0.017 staggered.py:1(<module>)
      141    0.000    0.000    0.000    0.000 enum.py:929(<lambda>)
        1    0.000    0.000    0.000    0.000 trsock.py:4(TransportSocket)
        1    0.000    0.000    0.000    0.000 _legacy.py:1(<module>)
       13    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 fractions.py:162(Fraction)
        7    0.000    0.000    0.003    0.000 dataclasses.py:882(_hash_add)
        1    0.000    0.000    0.000    0.000 queue.py:28(Queue)
        1    0.000    0.000    0.000    0.000 calendar.py:94(_localized_month)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
       15    0.000    0.000    0.001    0.000 _make.py:731(build_class)
        1    0.000    0.000    0.005    0.005 scanner.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _next_gen.py:1(<module>)
        1    0.000    0.000    0.045    0.045 _log_render.py:1(<module>)
        1    0.000    0.000    0.000    0.000 events.py:211(AbstractEventLoop)
        1    0.000    0.000    0.000    0.000 padding.py:1(<module>)
        1    0.000    0.000    0.005    0.005 message.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _typedattr.py:30(__init_subclass__)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1721(_parse_hextet)
        1    0.000    0.000    0.003    0.003 configparser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 latin1prober.py:1(<module>)
        1    0.000    0.000    0.002    0.002 configparser.py:541(RawConfigParser)
        1    0.000    0.000    0.003    0.003 formatting.py:1(<module>)
        1    0.000    0.000    0.000    0.000 wsgi.py:1(<module>)
        1    0.000    0.000    0.007    0.007 bz2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
        4    0.000    0.000    0.000    0.000 functools.py:852(register)
        1    0.000    0.000    0.006    0.006 _wrap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 css_match.py:79(_DocumentNav)
        1    0.000    0.000    0.002    0.002 message.py:135(Message)
        1    0.000    0.000    0.000    0.000 selector_events.py:53(BaseSelectorEventLoop)
       11    0.000    0.000    0.000    0.000 typing.py:1819(__init__)
        1    0.000    0.000    0.000    0.000 queue.py:258(_PySimpleQueue)
        1    0.000    0.000    0.000    0.000 ipaddress.py:671(_BaseNetwork)
        1    0.000    0.000    0.000    0.000 big5prober.py:1(<module>)
      118    0.000    0.000    0.000    0.000 __init__.py:89(<lambda>)
        1    0.000    0.000    0.146    0.146 formatter.py:1(<module>)
       15    0.000    0.000    0.000    0.000 _util.py:108(__new__)
        1    0.000    0.000    0.015    0.015 align.py:1(<module>)
        1    0.000    0.000    0.000    0.000 iterators.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _adapters.py:1(<module>)
        7    0.000    0.000    0.001    0.000 inspect.py:3067(from_callable)
        1    0.000    0.000    0.004    0.004 escprober.py:1(<module>)
        1    0.000    0.000    0.002    0.002 palette.py:1(<module>)
      105    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
      103    0.000    0.000    0.000    0.000 enum.py:807(<genexpr>)
        1    0.000    0.000    0.002    0.002 setters.py:1(<module>)
    16/10    0.000    0.000    0.000    0.000 typing.py:237(_type_repr)
        1    0.000    0.000    0.000    0.000 _abnf.py:1(<module>)
        3    0.000    0.000    0.000    0.000 functools.py:188(total_ordering)
        7    0.000    0.000    0.003    0.000 dataclasses.py:675(_hash_fn)
        1    0.000    0.000    0.064    0.064 _policybase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _spinners.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:292(PurePath)
        1    0.000    0.000    0.002    0.002 spinner.py:1(<module>)
        1    0.000    0.000    0.000    0.000 element.py:144(PageElement)
        1    0.000    0.000    0.038    0.038 css_parser.py:314(__init__)
        1    0.000    0.000    0.000    0.000 color.py:302(Color)
        1    0.000    0.000    0.000    0.000 control.py:54(Control)
        2    0.000    0.000    0.001    0.001 socks_proxy.py:1(<module>)
        1    0.000    0.000    0.007    0.007 decimal.py:1(<module>)
        1    0.000    0.000    0.002    0.002 measure.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _version_info.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _typedattr.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ipaddress.py:2265(_IPv6Constants)
        3    0.000    0.000    0.001    0.000 platform.py:894(uname)
        1    0.000    0.000    0.000    0.000 progress.py:173(_Reader)
        1    0.000    0.000    0.000    0.000 ssl.py:944(SSLSocket)
        1    0.000    0.000    0.000    0.000 http11.py:50(AsyncHTTP11Connection)
        1    0.000    0.000    0.000    0.000 numbers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 terminal_theme.py:1(<module>)
        1    0.000    0.000    0.001    0.001 console.py:125(ConsoleOptions)
        1    0.000    0.000    0.000    0.000 tempfile.py:685(SpooledTemporaryFile)
        1    0.000    0.000    0.003    0.003 getpass.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ipaddress.py:1542(_IPv4Constants)
       13    0.000    0.000    0.000    0.000 __init__.py:234(_acquireLock)
        1    0.000    0.000    0.000    0.000 connection.py:36(HTTPConnection)
       16    0.000    0.000    0.000    0.000 inspect.py:1462(repl)
       18    0.000    0.000    0.000    0.000 enum.py:815(__members__)
        1    0.000    0.000    0.003    0.003 heapq.py:1(<module>)
       79    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
       25    0.000    0.000    0.000    0.000 parser.py:109(split_opt)
        1    0.000    0.000    0.000    0.000 futures.py:1(<module>)
        1    0.000    0.000    0.002    0.002 string.py:1(<module>)
        1    0.000    0.000    0.005    0.005 file_proxy.py:1(<module>)
       30    0.000    0.000    0.000    0.000 enum.py:117(_iter_bits_lsb)
        1    0.000    0.000    0.017    0.017 _ratio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 http11.py:358(AsyncHTTP11UpgradeStream)
        1    0.000    0.000    0.000    0.000 _null_file.py:5(NullFile)
        1    0.000    0.000    0.000    0.000 auto.py:1(<module>)
        1    0.000    0.000    0.000    0.000 live_render.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:824(Path)
        1    0.000    0.000    0.000    0.000 auto.py:8(AutoBackend)
       75    0.000    0.000    0.000    0.000 _make.py:1172(_determine_whether_to_implement)
